src,hyp,tgt,label,target_word,mis_score
""" David and I are very enthusiastic people , and we want to be able to make lots of noise . . . . David is quite a <define> wild man </define> when he gets excited with music . """,A man who is wild.,"A rowdy, dissolute, rash, or violent man.",Not Hallucination,,0.7893185615539551
The early finishers waited for the other runners to reach the finish line . What is the meaning of finisher ?,One who finishes something,A person who finishes or completes something .,Not Hallucination,,0.8983290195465088
"Though islam allows polygamy , it is frowned upon in many contemporary muslim societies . What is the meaning of polygamy ?",any marriage between more than one person.,The condition of having more than one spouse or marriage partner at one time .,Hallucination,polygamy,0.46863073110580444
"This day , thou shalt haue ingots : and , to morrow , / giue lords th ' affront . What is the meaning of affront ?",To act in defiance to act in defiance,"An open or intentional offense , slight , or insult .",Hallucination,affront,0.15786419808864594
A fiery <define> deluge </define> fed / With ever - burning sulphur unconsumed .,any large outpouring of liquid matter.,An overwhelming amount of something; anything that overwhelms or causes great destruction.,Hallucination,deluge,0.18146441876888275
Education was a high priority for Appalachian freedmen and <define> freedwomen </define> just as it was for blacks throughout the Reconstruction South .,Women who are freed women,A woman who has been released from a condition of slavery.,Not Hallucination,,0.7333818674087524
I treat others like i treat myself . What is the meaning of others ?,Other people,Other people .,Not Hallucination,,0.8700763583183289
A weedy vine . What is the meaning of weedy ?,any.,"Characteristic of a plant that grows rapidly and spreads invasively , and which grows opportunistically in cracks of sidewalks and disturbed areas .",Hallucination,weedy,0.11212962120771408
"Please can i have a , if i promise not to touch ? What is the meaning of touch ?",touching downwards.,To make physical contact with a thing .,Hallucination,touch,0.42173996567726135
She and beau glenn were going to the caymans for a little vacay in aug . What is the meaning of vacay ?,A short vacation,A vacation .,Not Hallucination,,0.7200614809989929
He desires to make atonementbetwixt the duke of gloucester and your brothers . What is the meaning of atonement ?,To make atonement with someone or something,Reconciliation ; restoration of friendly relations ; concord .,Hallucination,atonement,0.26573964953422546
"My grandmother said being organized led to success , so i set out to turn our fridge into a liquid dieter 's paradise . first was detoxing the kitchen . i tossed out everything that would lead to temptation , like the leftover candy from halloween , as well as everything that was expired and rotten . What is the meaning of detox ?",Toxicate,"To detoxify , especially from alcohol or recreational drugs .",Hallucination,detox,0.21718159317970276
"The small lagoons of southern New Jersey receive an insignificant input of freshwater from watersheds of Cape May Peninsula compared to larger , more <define> estuarine </define> bays to the north ( Kran 1975 ) .","An estuary, estuary, estuary lake",Of or pertaining to an estuary.,Not Hallucination,,0.705258846282959
`` if the doctor had n't been sure she was strangled you 'd have sworn she died natural . '' What is the meaning of natural ?,Of nature; natural.,Naturally ; in a natural manner .,Not Hallucination,,0.7094147205352783
We are unwilling to restore his previous privileges after his betrayal of our trust . What is the meaning of unwilling ?,Unwilling something.,Not willing ; reluctant,Not Hallucination,,0.7704585790634155
"From the <define> saffronlike </define> hue of such of the corpses as were not entirely decayed , we concluded that the whole of her company had perished by the yellow fever ...",like to saffronlike,Resembling or characteristic of saffron.,Not Hallucination,,0.7243791222572327
"Jones ' sad eyes betray a pervasive pain his purposefully spare dialogue only hints at , while the perfectly cast brolin conveys hints of playfulness and warmth while staying true to the craggy stoicism at the character 's core . What is the meaning of purposefully ?",Purposefully. To purposefully.,"On purpose , purposely , deliberately .",Not Hallucination,,0.8487310409545898
"French Socialists gathered recently in the Loire Valley for a weekend of debate that turned into the virtual <define> anointment </define> of Anne Hidalgo , the charismatic and divisive mayor of Paris , as their candidate for next year ’s presidential election .",The act of appointing someone to a position.,(figurative) An official nomination.,Hallucination,anointment,0.27253347635269165
Justice was administered between man and man with an exactness and purity not before known . What is the meaning of administer ?,To administer.,"To apportion out , distribute .",Hallucination,administer,0.4362032413482666
"To combine a sequence of shots into a larger syntagma , there has to be a connection between the successive shots . What is the meaning of syntagma ?",any thing that is connected by a relationship of cause and effect.,An arrangement of units that together bears a meaning .,Hallucination,syntagma,0.10181721299886703
"After phillis left mrs. weston 's room , she was on her way to her cabin , when she noticed aunt peggy sitting alone at the door . she was rather a homebody ; yet she reproached herself with having neglected poor old peggy , when she saw her looking so desolate and dejected . What is the meaning of homebody ?",any person who is homebody,"A person who prefers to remain at home , rather than participate in social events elsewhere .",Hallucination,homebody,0.46425557136535645
"A contract of marine insurance is uberrimae fidel or , as enunciated in s   17 of the Marine Insurance Act , ' a contract based upon the <define> utmost </define> good faith ' . [ ... ] The obligations to disclose and to abstain from misrepresentations constitute the most significant manifestations of the duty to observe utmost good faith .",The most extreme degree of something,"The most extreme; greatest, ultimate.",Not Hallucination,,0.7453374266624451
